timestamp,name,group,task,method,status,returncode,duration_sec,dev_acc,train_loss,trainable_percent,command,log_file,notes
2026-05-16T13:32:24,sentiment_reft_placeholder,comparison,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:24,paraphrase_full_model,comparison,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05,,
2026-05-16T13:32:24,paraphrase_lora_r4,comparison,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:24,paraphrase_reft_placeholder,comparison,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:24,sonnet_full_model,comparison,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:24,sonnet_lora_r4,comparison,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:24,sonnet_reft_placeholder,comparison,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sentiment_last_linear_layer,comparison,sentiment,last-linear-layer,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer,,
2026-05-16T13:32:33,sentiment_full_model,comparison,sentiment,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model,,
2026-05-16T13:32:33,sentiment_lora_r4,comparison,sentiment,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_reft_placeholder,comparison,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,paraphrase_full_model,comparison,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05,,
2026-05-16T13:32:33,paraphrase_lora_r4,comparison,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_reft_placeholder,comparison,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_full_model,comparison,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_r4,comparison,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_reft_placeholder,comparison,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sentiment_lora_rank_2,lora_rank,sentiment,lora_r2,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --enable_lora --lora_r 2 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_lora_rank_4,lora_rank,sentiment,lora_r4,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_lora_rank_8,lora_rank,sentiment,lora_r8,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --enable_lora --lora_r 8 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_lora_rank_16,lora_rank,sentiment,lora_r16,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --enable_lora --lora_r 16 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_lora_rank_2,lora_rank,paraphrase,lora_r2,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 2 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_lora_rank_4,lora_rank,paraphrase,lora_r4,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_lora_rank_8,lora_rank,paraphrase,lora_r8,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 8 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_lora_rank_16,lora_rank,paraphrase,lora_r16,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 16 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sonnet_lora_rank_2,lora_rank,sonnet,lora_r2,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 2 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_rank_4,lora_rank,sonnet,lora_r4,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_rank_8,lora_rank,sonnet,lora_r8,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 8 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_rank_16,lora_rank,sonnet,lora_r16,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --enable_lora --lora_r 16 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sentiment_full_model_data_0.1,limited_data,sentiment,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.1,,
2026-05-16T13:32:33,sentiment_lora_data_0.1,limited_data,sentiment,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --train_fraction 0.1 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_reft_data_0.1,limited_data,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.1 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sentiment_full_model_data_0.25,limited_data,sentiment,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.25,,
2026-05-16T13:32:33,sentiment_lora_data_0.25,limited_data,sentiment,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --train_fraction 0.25 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_reft_data_0.25,limited_data,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.25 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sentiment_full_model_data_0.5,limited_data,sentiment,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.5,,
2026-05-16T13:32:33,sentiment_lora_data_0.5,limited_data,sentiment,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --train_fraction 0.5 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_reft_data_0.5,limited_data,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 0.5 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sentiment_full_model_data_1.0,limited_data,sentiment,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 1.0,,
2026-05-16T13:32:33,sentiment_lora_data_1.0,limited_data,sentiment,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode last-linear-layer --train_fraction 1.0 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,sentiment_reft_data_1.0,limited_data,sentiment,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 classifier.py --epochs 1 --batch_size 8 --lr 1e-05 --fine-tune-mode full-model --train_fraction 1.0 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,paraphrase_full_model_data_0.1,limited_data,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1,,
2026-05-16T13:32:33,paraphrase_lora_data_0.1,limited_data,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_reft_data_0.1,limited_data,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,paraphrase_full_model_data_0.25,limited_data,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25,,
2026-05-16T13:32:33,paraphrase_lora_data_0.25,limited_data,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_reft_data_0.25,limited_data,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,paraphrase_full_model_data_0.5,limited_data,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5,,
2026-05-16T13:32:33,paraphrase_lora_data_0.5,limited_data,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_reft_data_0.5,limited_data,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,paraphrase_full_model_data_1.0,limited_data,paraphrase,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0,,
2026-05-16T13:32:33,paraphrase_lora_data_1.0,limited_data,paraphrase,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value,,
2026-05-16T13:32:33,paraphrase_reft_data_1.0,limited_data,paraphrase,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 paraphrase_detection.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0 --enable_reft,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_full_model_data_0.1,limited_data,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_data_0.1,limited_data,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_reft_data_0.1,limited_data,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.1 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_full_model_data_0.25,limited_data,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_data_0.25,limited_data,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_reft_data_0.25,limited_data,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.25 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_full_model_data_0.5,limited_data,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_data_0.5,limited_data,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_reft_data_0.5,limited_data,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 0.5 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_full_model_data_1.0,limited_data,sonnet,full-model,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_lora_data_1.0,limited_data,sonnet,lora,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0 --enable_lora --lora_r 4 --lora_alpha 1.0 --lora_target_modules query value --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_reft_data_1.0,limited_data,sonnet,reft,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --train_fraction 1.0 --enable_reft --temperature 1.2 --top_p 0.9,,ReFT placeholder. Assumes --enable_reft exists but does nothing until ReFT is implemented.
2026-05-16T13:32:33,sonnet_decode_temperature_0.7,sonnet_decoding,sonnet,temperature_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 0.7 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_decode_temperature_1.0,sonnet_decoding,sonnet,temperature_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.0 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_decode_temperature_1.2,sonnet_decoding,sonnet,temperature_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_decode_top_p_0.8,sonnet_decoding,sonnet,top_p_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.8,,
2026-05-16T13:32:33,sonnet_decode_top_p_0.9,sonnet_decoding,sonnet,top_p_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.9,,
2026-05-16T13:32:33,sonnet_decode_top_p_0.95,sonnet_decoding,sonnet,top_p_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.95,,
2026-05-16T13:32:33,sonnet_decode_top_k_20,sonnet_decoding,sonnet,top_k_sweep,dry-run,,0,,,,/home/david-isfc/miniconda3/envs/cs224n_dfp/bin/python3 sonnet_generation.py --epochs 1 --batch_size 8 --lr 1e-05 --temperature 1.2 --top_p 0.9 --top_k 20,,
